Nummer,Datum des Inkrafttretens,Stadt/Gemeinde
308_22,2017-06-29,Stadt Alzenau i. UFr.
308_24,2017-09-22,Stadt Alzenau i. UFr.
308_23,2017-09-22,Stadt Alzenau i. UFr.
308_26,2020-02-07,Stadt Alzenau i. UFr.
302_2,1993-04-29,Stadt Alzenau i. UFr.
302_8,1969-06-02,Stadt Alzenau i. UFr.
302_4,1977-12-12,Stadt Alzenau i. UFr.
302_3,1979-02-23,Stadt Alzenau i. UFr.
302_10,2010-09-24,Stadt Alzenau i. UFr.
302_9,,Stadt Alzenau i. UFr.
028_000,2001-02-15,Erlenbach a.Main
028_001,2003-11-06,Erlenbach a.Main
031_000,2010-02-04,Erlenbach a.Main
006_000,1963-10-11,Obernburg a.Main
038_000,1971-09-06,Obernburg a.Main
002_000,1980-07-01,Obernburg a.Main
003_000,1982-01-30,Obernburg a.Main
004_000,1988-10-12,Obernburg a.Main
023_001,1989-08-17,Obernburg a.Main
012_000,1991-03-13,Obernburg a.Main
012_001,1991-05-02,Obernburg a.Main
012_002,1994-12-08,Obernburg a.Main
021_000,1995-10-18,Obernburg a.Main
005_000,2000-12-14,Obernburg a.Main
002_001,1984-07-13,Obernburg a.Main
013_000,1971-02-12,Großwallstadt
019_000,2006-05-18,Großwallstadt
002_000,2003-12-12,Niedernberg
021_000,1963-08-02,Niedernberg
022_000,1969-09-26,Niedernberg
026_000,1974-06-14,Niedernberg
013_000,1984-02-24,Niedernberg
009_000,1997-01-17,Niedernberg
006_000,1998-10-16,Niedernberg
009_001,2004-08-25,Niedernberg
030_000,2005-02-18,Niedernberg
031_000,2013-10-04,Niedernberg
019_000,1963-08-02,Niedernberg
025_000,1972-11-24,Niedernberg
028_000,1976-09-03,Niedernberg
029_000,1976-09-10,Niedernberg
015_000,1982-06-18,Niedernberg
024_000,1985-12-06,Niedernberg
023_000,2004-05-21,Niedernberg
020_000,2009-12-22,Niedernberg
019_001,2012-09-07,Niedernberg
019_002,2012-10-19,Niedernberg
015_001,2012-10-19,Niedernberg
023_003,2013-10-04,Niedernberg
023_004,2014-01-24,Niedernberg
015_002,2014-02-14,Niedernberg
011_000,1991-09-13,Niedernberg
26_04,1975-09-26,Aschaffenburg
26_04 (Änderung 1),1977-04-01,Aschaffenburg
26_01 (Änderung 2),1978-03-03,Aschaffenburg
26_01 (Änderung 4),1987-05-22,Aschaffenburg
26_03,1990-10-19,Aschaffenburg
26_05,1999-05-28,Aschaffenburg
25_10,1965-06-11,Aschaffenburg
25_01,1977-06-24,Aschaffenburg
25_07,1985-10-18,Aschaffenburg
25_04 (Änderung 1),1990-04-12,Aschaffenburg
25_04 (Änderung 2),1994-09-09,Aschaffenburg
25_04 (Ãnderung 3),1995-12-29,Aschaffenburg
26_06,2003-08-22,Aschaffenburg
26_01 (Änderung 6),2004-01-30,Aschaffenburg
07_05,1995-01-13,Aschaffenburg
08_04 (Änderung 1),1995-08-25,Aschaffenburg
08_04 Änderung 2),2003-07-25,Aschaffenburg
07_06,2014-11-17,Aschaffenburg
13_04a,1966-06-24,Aschaffenburg
13_06,1968-02-24,Aschaffenburg
13_06_1,1971-12-17,Aschaffenburg
13_07,1978-06-09,Aschaffenburg
13_07_1,1988-04-22,Aschaffenburg
07_01,1990-05-11,Aschaffenburg
13_07_2,1994-09-09,Aschaffenburg
07_02,1996-04-12,Aschaffenburg
12_01,1967-12-15,Aschaffenburg
17_01,1971-01-29,Aschaffenburg
17_03,1976-01-23,Aschaffenburg
15_03,1990-04-06,Aschaffenburg
17_02 (Änderung 2),1990-04-20,Aschaffenburg
15_04,1996-07-26,Aschaffenburg
18_11,2006-05-05,Aschaffenburg
15_06,2011-07-08,Aschaffenburg
18_03,1964-09-04,Aschaffenburg
16_04,1972-06-23,Aschaffenburg
17_01 (Änderung 1),1978-06-30,Aschaffenburg
17_05,1990-02-23,Aschaffenburg
16_16,1994-08-12,Aschaffenburg
16_16 (Änderung 1),1996-10-18,Aschaffenburg
18_09,2006-04-15,Aschaffenburg
16_15,2006-06-02,Aschaffenburg
17_05_Änderung 1,2023-02-13,Aschaffenburg
Glattbach_005-000,1979-10-26,Glattbach
Glattbach_005-001,1989-03-17,Glattbach
Glattbach_005-003,1998-08-21,Glattbach
Glattbach_005-004,2006-09-29,Glattbach
Mömbris_013-000,1983-01-14,Mömbris
Mömbris_007-000,1993-06-03,Mömbris
Mömbris_008-001,2000-06-08,Mömbris
Mömbris_010-002,2001-02-01,Mömbris
Mömbris_011-000,2003-06-26,Mömbris
308_9,1992-05-01,Stadt Alzenau i. UFr.
308_8,2005-01-07,Stadt Alzenau i. UFr.
308_5,2010-03-26,Stadt Alzenau i. UFr.
308_4,2010-05-07,Stadt Alzenau i. UFr.
302_5,1968-12-20,Stadt Alzenau i. UFr.
302_1,1995-02-17,Stadt Alzenau i. UFr.
302_11,2018-09-07,Stadt Alzenau i. UFr.
302_7,,Stadt Alzenau i. UFr.
009_000,1967-09-04,Kirchzell
008_000,1990-07-04,Kirchzell
021_000,1996-06-20,Klingenberg a.Main
009_000,1962-06-08,Wörth a. Main
001_000,1968-02-03,Wörth a. Main
010_000,1968-06-21,Wörth a. Main
014_000,1982-07-30,Wörth a. Main
018_000,1987-01-23,Wörth a. Main
019_000,1992-10-30,Wörth a. Main
017_000,1997-05-16,Wörth a. Main
011_000,1967-09-15,Erlenbach a.Main
030_000,1968-03-29,Erlenbach a.Main
006_000,1973-11-16,Wörth a. Main
011_000,1980-06-27,Wörth a. Main
005_000,2004-02-20,Wörth a. Main
032_000,1963-07-19,Erlenbach a.Main
023_000,1966-09-09,Erlenbach a.Main
035_000,1968-01-26,Erlenbach a.Main
008_000,1971-07-15,Erlenbach a.Main
034_000,1972-12-01,Erlenbach a.Main
013_000,1988-04-21,Erlenbach a.Main
026_000,1996-02-08,Erlenbach a.Main
009_001,1996-07-25,Erlenbach a.Main
032_002,1998-01-02,Erlenbach a.Main
029_000,1999-01-21,Erlenbach a.Main
009_000,1999-02-04,Erlenbach a.Main
009_002,2000-04-19,Erlenbach a.Main
027_000,2006-11-30,Erlenbach a.Main
028_002,2008-11-06,Erlenbach a.Main
014_000,1988-03-03,Erlenbach a.Main
016_000,2000-11-16,Erlenbach a.Main
016_001,2002-04-25,Erlenbach a.Main
001_000,2003-09-18,Erlenbach a.Main
007_000,1966-01-07,Elsenfeld
015_000,1985-11-15,Obernburg a.Main
032_000,1992-04-16,Obernburg a.Main
030_000,1998-07-16,Obernburg a.Main
026_000,2004-10-14,Obernburg a.Main
029_000,2004-10-14,Obernburg a.Main
027_000,1963-04-18,Obernburg a.Main
018_000,1992-05-20,Obernburg a.Main
007_000,1992-06-03,Obernburg a.Main
015_000,1998-04-30,Elsenfeld
033_000,1998-11-12,Obernburg a.Main
011_000,1999-04-09,Elsenfeld
021_001,2002-01-31,Elsenfeld
021_000,2002-01-31,Elsenfeld
021_002,2005-05-20,Elsenfeld
021_003,2006-01-27,Elsenfeld
021_005,2011-05-27,Elsenfeld
027_001,1995-06-01,Obernburg a.Main
039_000,2000-03-30,Obernburg a.Main
014_000,1984-10-11,Großwallstadt
007_000,2000-10-05,Großwallstadt
010_000,1962-09-21,Großwallstadt
003_000,1964-12-17,Großwallstadt
004_000,1965-02-07,Großwallstadt
008_000,1968-06-07,Großwallstadt
020_000,1973-12-07,Großwallstadt
011_000,1987-02-05,Großwallstadt
002_000,1991-10-31,Großwallstadt
009_000,2003-08-21,Großwallstadt
019_001,2008-10-23,Großwallstadt
011_001,2012-02-16,Großwallstadt
018_000,1980-05-04,Großwallstadt
017_000,2010-07-01,Großwallstadt
003_000,1972-11-17,Niedernberg
027_000,1976-11-05,Niedernberg
005_000,1986-07-11,Niedernberg
016_000,1965-06-15,Sulzbach a.Main
003_000,1981-12-23,Sulzbach a.Main
018_000,1991-12-20,Sulzbach a.Main
005_001,1992-07-10,Sulzbach a.Main
001_000,1993-12-24,Niedernberg
014_000,1996-04-26,Niedernberg
004_000,1964-02-29,Sulzbach a.Main
014_000,1968-06-08,Sulzbach a.Main
015_000,1979-03-16,Sulzbach a.Main
005_000,1982-05-07,Sulzbach a.Main
004_000,1984-09-14,Niedernberg
018_000,1986-03-07,Niedernberg
001_000,1986-07-25,Sulzbach a.Main
014_001,2009-05-15,Niedernberg
030_000,2011-02-18,Sulzbach a.Main
029_000,2012-11-30,Sulzbach a.Main
26_02,1975-08-18,Aschaffenburg
25_03 (Änderung 3),1993-02-12,Aschaffenburg
25_02 (Änderung 3),1993-05-28,Aschaffenburg
25_06 (Änderung 1),1997-10-31,Aschaffenburg
25_11,1999-03-05,Aschaffenburg
25_02 (Änderung 5),2001-12-21,Aschaffenburg
25_12,2003-10-24,Aschaffenburg
002_000,2004-01-23,Sulzbach a.Main
25_03,1978-04-28,Aschaffenburg
25_03 (Änderung 1),1985-06-14,Aschaffenburg
25_07 (Änderung 1),1990-04-12,Aschaffenburg
25_09,1997-10-17,Aschaffenburg
25_08 (Änderung 1),2000-02-25,Aschaffenburg
25_09 (Änderung 1),2004-11-26,Aschaffenburg
25_06 (Änderung 2),2010-05-07,Aschaffenburg
06_04,1975-04-11,Aschaffenburg
05_22,1985-06-14,Aschaffenburg
06_04 (Änderung 1),1989-02-03,Aschaffenburg
06_13,1983-10-14,Aschaffenburg
01_25,1998-03-13,Aschaffenburg
01_29,2001-08-31,Aschaffenburg
06_06 (Änderung 1),2019-09-23,Aschaffenburg
01_05,1969-08-13,Aschaffenburg
01_01,1975-09-19,Aschaffenburg
01_13,1976-12-10,Aschaffenburg
01_17,1984-11-16,Aschaffenburg
18_03 (Änderung 1),1985-03-15,Aschaffenburg
01_02a,1986-05-02,Aschaffenburg
01_09c,1986-08-29,Aschaffenburg
01_02a_Änderung 1,1988-03-04,Aschaffenburg
01_18,1988-11-11,Aschaffenburg
01_20,1990-02-16,Aschaffenburg
01_22,1991-10-25,Aschaffenburg
01_01_Änderung 1,1992-03-27,Aschaffenburg
01_02a_Änderung 2,1993-02-12,Aschaffenburg
01_22 (Änderung 1),1994-04-15,Aschaffenburg
18_06,1996-07-26,Aschaffenburg
01_24,1997-08-01,Aschaffenburg
01_01_Änderung 2,1997-12-27,Aschaffenburg
01_28a,2003-11-21,Aschaffenburg
18_16,2004-01-23,Aschaffenburg
01_27a,2004-09-24,Aschaffenburg
01_26a,2005-01-28,Aschaffenburg
18_17,2006-11-17,Aschaffenburg
18_14,2008-07-18,Aschaffenburg
18_15,2009-03-14,Aschaffenburg
18_01,1968-02-02,Aschaffenburg
19_01,1968-05-10,Aschaffenburg
19_02,1970-11-27,Aschaffenburg
19_04 (Änderung 1),1971-05-28,Aschaffenburg
19_02 (Änderung 1),1972-05-26,Aschaffenburg
19_12,1979-03-23,Aschaffenburg
18_07,1992-11-13,Aschaffenburg
18_19,2014-09-22,Aschaffenburg
19_07 (Änderung 1),1974-09-06,Aschaffenburg
19_02 (Änderung 2),1982-04-16,Aschaffenburg
19_02 (Änderung 3),1989-12-08,Aschaffenburg
Glattbach_002-000,1974-07-08,Glattbach
Glattbach_004-000,1975-11-28,Glattbach
Glattbach_003-000,1977-04-07,Glattbach
Glattbach_004-001,1977-04-29,Glattbach
Glattbach_004-002,1982-12-03,Glattbach
Glattbach_004-003,1984-10-12,Glattbach
Glattbach_004-004,1985-03-22,Glattbach
Glattbach_004-005,1986-01-31,Glattbach
Glattbach_007-000,1986-03-21,Glattbach
Glattbach_004-006,1987-06-12,Glattbach
Glattbach_008-000,1987-12-31,Glattbach
Glattbach_007-001,1989-02-17,Glattbach
Glattbach_007-002,1989-04-21,Glattbach
Glattbach_007-003,1990-09-14,Glattbach
Glattbach_003-001,1994-01-28,Glattbach
Glattbach_008-001,1994-11-18,Glattbach
Glattbach_007-004,1995-10-27,Glattbach
Glattbach_004-007,1997-06-06,Glattbach
Glattbach_007-005,1998-08-21,Glattbach
Glattbach_008-002,1998-08-21,Glattbach
Glattbach_004-008,1998-08-21,Glattbach
Glattbach_002-001,1998-08-21,Glattbach
Glattbach_003-002,1998-08-21,Glattbach
Glattbach_005-002,1997-03-21,Glattbach
Glattbach_005-005,2011-12-23,Glattbach
Mömbris_033-000,1971-08-02,Mömbris
Mömbris_032-001,2010-11-11,Mömbris
Mömbris_009-000,1988-05-06,Mömbris
Mömbris_035-001,2003-08-21,Mömbris
Mömbris_034-000,1997-03-10,Mömbris
Mömbris_031-001,2004-07-08,Mömbris
302_6,1984-01-12,Stadt Alzenau i. UFr.
012_000,1993-11-15,Kirchzell
003_000,1979-02-05,Kirchzell
003_001,1986-02-10,Kirchzell
001_000,2005-12-19,Kirchzell
007_000,1978-09-20,Kirchzell
004_000,1983-12-14,Kirchzell
007_001,1993-12-20,Kirchzell
002_000,1995-01-27,Kirchzell
002_001,1997-12-12,Kirchzell
002_000,1976-04-14,Weilbach
003_000,1992-11-30,Weilbach
001_000,2000-11-28,Weilbach
001_000,1700-01-01,Rüdenau
003_000,2001-04-18,Rüdenau
002_000,2004-04-14,Rüdenau
002_001,2008-11-12,Rüdenau
002_000,1972-08-12,Laudenbach
001_000,1975-04-25,Laudenbach
005_000,1994-04-13,Laudenbach
005_001,1996-06-12,Laudenbach
005_003,1999-07-28,Laudenbach
002_001,1999-07-28,Laudenbach
002_002,1999-08-25,Laudenbach
005_002,1999-08-25,Laudenbach
005_004,2005-04-20,Laudenbach
006_000,2006-05-31,Laudenbach
006_001,2007-05-30,Laudenbach
012_000,2000-05-31,Klingenberg a.Main
007_000,1700-01-01,Klingenberg a.Main
004_000,1700-01-01,Klingenberg a.Main
025_000,1700-01-01,Klingenberg a.Main
008_000,2000-05-19,Wörth a. Main
012_000,1967-12-08,Wörth a. Main
016_000,1987-09-18,Wörth a. Main
007_000,1998-04-03,Wörth a. Main
013_000,1998-08-07,Wörth a. Main
004_000,2004-02-20,Wörth a. Main
016_001,2004-11-12,Wörth a. Main
015_000,2005-06-17,Wörth a. Main
005_000,1967-09-15,Erlenbach a.Main
010_000,1968-08-23,Erlenbach a.Main
015_000,1988-03-03,Erlenbach a.Main
022_000,1996-11-28,Erlenbach a.Main
025_000,2006-06-01,Erlenbach a.Main
024_000,2009-01-22,Erlenbach a.Main
022_003,2014-07-03,Erlenbach a.Main
003_000,1963-03-15,Erlenbach a.Main
020_000,1966-09-09,Erlenbach a.Main
019_000,1971-01-28,Erlenbach a.Main
012_000,1987-12-17,Erlenbach a.Main
006_000,1992-12-03,Erlenbach a.Main
022_001,2000-10-26,Erlenbach a.Main
014_002,2002-03-21,Erlenbach a.Main
014_003,2002-06-06,Erlenbach a.Main
007_000,2008-02-14,Erlenbach a.Main
020_000,1999-05-14,Elsenfeld
023_000,2003-06-05,Elsenfeld
017_000,2004-12-10,Elsenfeld
012_000,2008-03-20,Elsenfeld
019_000,1966-11-18,Elsenfeld
027_000,1967-11-10,Elsenfeld
009_000,1975-02-06,Elsenfeld
026_000,1985-06-21,Elsenfeld
024_000,1991-04-04,Elsenfeld
022_000,1991-10-17,Elsenfeld
008_000,1994-09-29,Elsenfeld
016_000,2000-12-07,Elsenfeld
014_000,2004-04-01,Elsenfeld
026_007,2004-06-04,Elsenfeld
027_002,2006-09-29,Elsenfeld
010_000,2009-10-16,Elsenfeld
022_001,2010-01-29,Elsenfeld
018_000,2011-04-21,Elsenfeld
028_000,1981-12-23,Elsenfeld
026_003,1990-10-25,Elsenfeld
026_002,1990-10-25,Elsenfeld
028_001,1991-10-04,Elsenfeld
026_005,1992-07-10,Elsenfeld
025_000,1998-06-10,Elsenfeld
023_000,2002-04-30,Kleinwallstadt
028_002,2005-12-02,Elsenfeld
013_000,2006-08-18,Elsenfeld
028_004,2008-02-22,Elsenfeld
025_003,2010-11-26,Elsenfeld
028_006,2013-10-20,Elsenfeld
017_000,1967-07-14,Kleinwallstadt
008_000,1979-10-18,Kleinwallstadt
020_000,1979-10-25,Kleinwallstadt
012_000,1989-03-22,Kleinwallstadt
028_000,1700-01-01,Kleinwallstadt
007_000,1963-11-22,Kleinwallstadt
012_000,1977-08-26,Großwallstadt
004_000,1982-10-14,Kleinwallstadt
005_000,1983-01-14,Großwallstadt
013_000,1991-06-27,Kleinwallstadt
025_000,1993-11-18,Kleinwallstadt
012_001,1997-03-20,Großwallstadt
004_001,1998-04-02,Kleinwallstadt
021_000,2007-01-11,Kleinwallstadt
008_001,2007-05-21,Kleinwallstadt
015_000,1965-12-10,Großwallstadt
006_000,1967-11-24,Großwallstadt
021_000,1972-03-10,Großwallstadt
016_000,1974-02-15,Großwallstadt
005_000,1975-03-07,Kleinwallstadt
011_000,1981-03-19,Kleinwallstadt
026_000,1987-05-21,Kleinwallstadt
015_000,1996-12-18,Kleinwallstadt
001_000,2000-04-27,Großwallstadt
001_001,2011-02-03,Großwallstadt
007_000,1964-03-07,Sulzbach a.Main
010_000,1967-08-25,Sulzbach a.Main
013_000,1975-12-12,Sulzbach a.Main
017_000,1976-05-14,Sulzbach a.Main
018_001,1995-12-01,Sulzbach a.Main
028_000,2011-10-14,Sulzbach a.Main
008_000,1974-10-11,Sulzbach a.Main
009_000,1983-07-29,Sulzbach a.Main
012_000,2000-12-08,Sulzbach a.Main
014_001,2000-12-08,Sulzbach a.Main
017_001,2002-07-26,Sulzbach a.Main
017_002,2004-08-06,Sulzbach a.Main
25_02 (Änderung 2),1990-07-13,Aschaffenburg
25_02 (Änderung 4),1993-12-24,Aschaffenburg
05_09,1975-09-19,Aschaffenburg
05_09 (Änderung 1),1984-06-15,Aschaffenburg
05_19,1985-08-23,Aschaffenburg
05_09 (Änderung 2),1988-11-18,Aschaffenburg
05_30,1999-04-01,Aschaffenburg
05_28,2004-12-10,Aschaffenburg
05_27,2004-12-10,Aschaffenburg
05_07,1969-03-14,Aschaffenburg
05_05,1976-01-23,Aschaffenburg
05_21,1985-10-18,Aschaffenburg
05_20,2000-10-20,Aschaffenburg
05_07 a (Änderung 1),2004-05-03,Aschaffenburg
05_07 (Änderung 2),2004-05-07,Aschaffenburg
06_02,2011-07-08,Aschaffenburg
05_32,2018-11-19,Aschaffenburg
05_31,2018-11-19,Aschaffenburg
02_01,1976-08-13,Aschaffenburg
01_09a,1986-05-02,Aschaffenburg
01_09b,1986-07-04,Aschaffenburg
01_09a (Änderung 1),1987-09-11,Aschaffenburg
02_11,1992-11-13,Aschaffenburg
02_06,1995-10-06,Aschaffenburg
03_24,1997-10-31,Aschaffenburg
04_04,1999-03-19,Aschaffenburg
04_05a,1999-07-16,Aschaffenburg
04_05c,2000-10-20,Aschaffenburg
04_07,2001-08-17,Aschaffenburg
04_06a,2005-01-14,Aschaffenburg
06_06,2007-04-20,Aschaffenburg
04_05c (Änderung 1),2008-08-29,Aschaffenburg
04_06a (Änderung 1),2009-07-31,Aschaffenburg
04_06,2011-03-18,Aschaffenburg
04_05c (Änderung 2),2011-05-13,Aschaffenburg
04_05b,2012-11-09,Aschaffenburg
01_05 (Änderung 1),1969-11-21,Aschaffenburg
21_01a,1977-04-15,Aschaffenburg
20_01a,1997-02-07,Aschaffenburg
03_25,1999-05-28,Aschaffenburg
20_08,1999-10-22,Aschaffenburg
01_26b,2002-11-15,Aschaffenburg
02_12,2003-11-14,Aschaffenburg
20_01b,2005-01-06,Aschaffenburg
20_13,2006-12-29,Aschaffenburg
20_11,2010-03-26,Aschaffenburg
20_03,1974-09-06,Aschaffenburg
20_06,1981-03-20,Aschaffenburg
18_01 (Änderung 1),1984-01-27,Aschaffenburg
20_07,1987-10-02,Aschaffenburg
19_13,2011-10-17,Aschaffenburg
Glattbach_001-000,1968-08-20,Glattbach
Glattbach_006-000,1979-06-01,Glattbach
Glattbach_001-001,1981-12-11,Glattbach
Glattbach_001-002,1998-08-21,Glattbach
Glattbach_010-000,1998-12-11,Glattbach
Glattbach_009-000,1988-01-22,Glattbach
Glattbach_009-001,1995-03-17,Glattbach
Mömbris_021-001,2006-12-28,Mömbris
Mömbris_020-000,1995-11-02,Mömbris
Mömbris_027-000,2003-06-26,Mömbris
Mömbris_024-001,2004-02-05,Mömbris
Mömbris_023-001,2004-08-05,Mömbris
Mömbris_046-000,1993-08-18,Mömbris
Mömbris_045-000,1993-11-25,Mömbris
Mömbris_047-000,2008-10-30,Mömbris
Mömbris_001-001,1986-07-22,Mömbris
Mömbris_029-001,1999-04-01,Mömbris
Mömbris_030-001,1999-04-29,Mömbris
011_000,2004-11-02,Amorbach
005_000,2004-09-07,Amorbach
004_000,1975-10-22,Weilbach
011_000,1979-05-27,Miltenberg
005_000,2003-02-05,Rüdenau
003_000,1993-07-21,Laudenbach
003_001,1999-07-28,Laudenbach
004_000,2003-06-11,Laudenbach
007_000,2014-07-30,Laudenbach
024_000,1700-01-01,Klingenberg a.Main
020_000,1994-06-09,Klingenberg a.Main
003_000,2013-11-02,Klingenberg a.Main
024_001,1700-01-01,Klingenberg a.Main
008_000,1700-01-01,Klingenberg a.Main
017_000,1992-12-17,Klingenberg a.Main
006_000,2013-11-07,Klingenberg a.Main
015_000,1700-01-01,Klingenberg a.Main
022_000,1971-12-16,Klingenberg a.Main
026_000,1996-06-13,Klingenberg a.Main
019_000,2007-07-05,Klingenberg a.Main
014_000,1700-01-01,Klingenberg a.Main
009_000,1700-01-01,Klingenberg a.Main
013_000,1964-12-07,Klingenberg a.Main
010_000,1971-04-23,Klingenberg a.Main
005_000,1973-02-26,Klingenberg a.Main
005_001,1975-07-25,Klingenberg a.Main
011_000,1994-09-29,Klingenberg a.Main
016_000,2002-08-14,Klingenberg a.Main
001_000,2013-08-01,Klingenberg a.Main
002_000,2013-09-05,Klingenberg a.Main
005_003,2013-10-03,Klingenberg a.Main
045_000,1975-01-23,Erlenbach a.Main
036_000,1998-07-02,Erlenbach a.Main
042_000,2000-11-23,Erlenbach a.Main
047_000,2001-01-04,Erlenbach a.Main
042_001,2005-06-09,Erlenbach a.Main
009_000,1975-07-31,Kleinwallstadt
024_000,1981-07-23,Kleinwallstadt
027_000,1998-10-01,Kleinwallstadt
018_000,1984-05-17,Kleinwallstadt
019_000,1992-05-21,Kleinwallstadt
020_001,1993-08-05,Kleinwallstadt
003_000,1999-10-28,Kleinwallstadt
022_000,1966-01-14,Kleinwallstadt
016_000,1985-10-10,Kleinwallstadt
025_001,2004-10-07,Kleinwallstadt
022_001,2008-07-24,Kleinwallstadt
011_000,1977-10-07,Sulzbach a.Main
011_001,2003-09-19,Sulzbach a.Main
027_000,2008-02-15,Sulzbach a.Main
05_26,1992-04-03,Aschaffenburg
05_01,1968-05-03,Aschaffenburg
05_12 Änderung 1,1971-05-28,Aschaffenburg
05_08,1971-06-18,Aschaffenburg
05_06,1974-06-07,Aschaffenburg
05_18,1979-12-21,Aschaffenburg
05_01 (Änderung 1),1986-02-21,Aschaffenburg
05_04,1987-12-04,Aschaffenburg
05_06 (Änderung 1),1994-04-15,Aschaffenburg
05_01 (Änderung 2),1994-07-01,Aschaffenburg
05_25,1997-08-26,Aschaffenburg
05_04 (Änderung 1),1999-03-05,Aschaffenburg
05_18 (Änderung 1),2003-08-15,Aschaffenburg
05_16,1965-05-21,Aschaffenburg
05_03,1974-08-02,Aschaffenburg
05_10,1974-10-04,Aschaffenburg
05_03 (Änderung 1),1976-04-15,Aschaffenburg
05_10 (Änderung 1),1978-07-07,Aschaffenburg
05_03 (Änderung 2),1983-12-16,Aschaffenburg
05_17,1987-04-16,Aschaffenburg
05_03 (Änderung 3),1987-12-04,Aschaffenburg
05_03 (Änderung 4),1994-03-18,Aschaffenburg
03_20,1998-12-18,Aschaffenburg
03_11 (Änderung 2),1999-10-15,Aschaffenburg
04_01a,2000-05-12,Aschaffenburg
04_04 (Änderung 1),2000-06-16,Aschaffenburg
04_05d,2001-10-19,Aschaffenburg
04_02,2001-12-21,Aschaffenburg
04_03a,2004-02-27,Aschaffenburg
03_19,2005-01-21,Aschaffenburg
04_01b,2005-06-10,Aschaffenburg
04_05d (Änderung 1),2005-11-04,Aschaffenburg
04_04 (Änderung 2),2007-01-26,Aschaffenburg
04_05d (Änderung 2),2007-03-16,Aschaffenburg
04_01b (Änderung 1),2008-06-06,Aschaffenburg
04_03b,2018-10-08,Aschaffenburg
03_04,1969-05-01,Aschaffenburg
03_02,1974-11-25,Aschaffenburg
03_01,1976-08-06,Aschaffenburg
03_07,1977-08-26,Aschaffenburg
03_03,1987-07-17,Aschaffenburg
03_03 (Änderung 1),1988-04-15,Aschaffenburg
03_03 (Änderung 2),1989-01-27,Aschaffenburg
03_04 (Änderung 1),1990-03-23,Aschaffenburg
03_02 (Änderung 1),1997-09-12,Aschaffenburg
03_01 (Änderung 1),1999-10-15,Aschaffenburg
03_18,1999-11-26,Aschaffenburg
03_22,2000-11-17,Aschaffenburg
03_04 (Änderung 2),2000-12-22,Aschaffenburg
03_21,2003-05-09,Aschaffenburg
03_26,2015-01-26,Aschaffenburg
03/28,2023-01-27,Aschaffenburg
03_27,2023-01-27,Aschaffenburg
03_05,1971-06-04,Aschaffenburg
03_16,1987-01-30,Aschaffenburg
20_09,1998-10-23,Aschaffenburg
20_09 (Änderung 1),2011-03-18,Aschaffenburg
03/29,2023-01-27,Aschaffenburg
Goldbach/009-000,1969-11-27,Goldbach
Goldbach/009-001,1976-03-11,Goldbach
Goldbach/004-000,1998-01-22,Goldbach
Goldbach/004-001,1998-12-10,Goldbach
21_02,2000-02-18,Aschaffenburg
Goldbach/025-000,2004-12-02,Goldbach
Goldbach/019-000,2006-06-08,Goldbach
20_15,2009-01-23,Aschaffenburg
20_16,2010-07-30,Aschaffenburg
Goldbach/025-001,2013-01-17,Goldbach
Goldbach/025-000_2,2015-03-21,Goldbach
Goldbach/001-000,1968-06-04,Goldbach
Goldbach/018-000,1983-05-26,Goldbach
Goldbach/001-001,1998-12-10,Goldbach
Goldbach/002-000,2001-04-19,Goldbach
Goldbach/012-000,2006-05-24,Goldbach
Goldbach/011-000,2006-07-20,Goldbach
Goldbach/021-000,2006-12-14,Goldbach
Goldbach/019-001,2012-05-24,Goldbach
Goldbach/020-000,1982-07-08,Goldbach
Goldbach/020-001,1984-04-19,Goldbach
Goldbach/020-002,1987-03-05,Goldbach
Goldbach/017-000,1989-09-28,Goldbach
